Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
2607,20320128,FLEKKE,Sofas & armchairs,1495,No old price,TRUE,https://www.ikea.com/sa/en/p/flekke-day-bed-frame-with-2-drawers-black-brown-20320128/,No,"        Day-bed frame with 2 drawers,          80x200 cm",K Hagberg/M Hagberg,,86,88
1532,20396420,FJÄLLBERGET,Chairs,995,No old price,TRUE,https://www.ikea.com/sa/en/p/fjaellberget-conference-chair-with-castors-black-stained-ash-veneer-gunnared-dark-grey-20396420/,No,        Conference chair with castors,H Preutz/N Karlsson,71,,71
1271,90451644,LEIFARNE,Chairs,100,No old price,TRUE,https://www.ikea.com/sa/en/p/leifarne-seat-shell-light-olive-green-90451644/,No,        Seat shell,Mia Lagerman,,42,
3646,19303498,PAX,Wardrobes,2690,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-high-gloss-white-s19303498/,Yes,"        Wardrobe,          150x60x236 cm",IKEA of Sweden/Ehlén Johansson,60,236,150
1127,20339420,RENBERGET,Chairs,175,No old price,TRUE,https://www.ikea.com/sa/en/p/renberget-swivel-chair-bomstad-black-20339420/,No,        Swivel chair,IKEA of Sweden,65,,59
626,40310208,IVAR,Bookcases & shelving units,45,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-bottle-rack-grey-40310208/,No,"        Bottle rack,          83x30 cm",Sarah Fager,30,3,83
347,79017837,BILLY,Bookcases & shelving units,370,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-white-s79017837/,Yes,"        Bookcase,          160x28x202 cm",Gillis Lundgren,28,202,160
1583,69251821,MÖRBYLÅNGA / VOLFGANG,Chairs,3795,No old price,TRUE,https://www.ikea.com/sa/en/p/moerbylanga-volfgang-table-and-4-chairs-brown-bomstad-black-s69251821/,No,"        Table and 4 chairs,          140x85 cm",S Lanneskog/J Marnell/IKEA of Sweden,,74,85
2354,40446985,GENEVAD,Sofas & armchairs,2697,"SR 4,495",TRUE,https://www.ikea.com/sa/en/p/genevad-2-seat-sofa-garlinge-dark-brown-40446985/,No,        2-seat sofa,IKEA of Sweden,108,95,172
1850,40348664,YPPERLIG,Children's furniture,275,No old price,TRUE,https://www.ikea.com/sa/en/p/ypperlig-childrens-table-beech-dark-red-40348664/,No,"        Children's table,          74x62 cm",HAY,,51,62
979,40296311,SINDVIK,Cabinets & cupboards,125,No old price,TRUE,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-40296311/,Yes,"        Glass door,          60x38 cm",Marcus Arvonen,,38,60
3244,20463056,RÅSHULT,Trolleys,125,No old price,TRUE,https://www.ikea.com/sa/en/p/rashult-trolley-white-20463056/,No,"        Trolley,          38x28 cm",IKEA of Sweden,,65,28
1766,70228325,RESÖ,Children's furniture,205,No old price,TRUE,https://www.ikea.com/sa/en/p/resoe-childrens-picnic-table-grey-brown-stained-grey-brown-70228325/,No,        Children's picnic table,IKEA of Sweden,,49,89
911,19046442,LIATORP,Cabinets & cupboards,4335,No old price,TRUE,https://www.ikea.com/sa/en/p/liatorp-storage-combination-with-doors-white-s19046442/,No,"        Storage combination with doors,          276x214 cm",Carina Bengs,38,214,276
2370,328347,SÖDERHAMN,Sofas & armchairs,375,No old price,TRUE,https://www.ikea.com/sa/en/p/soederhamn-cover-for-1-seat-section-finnsta-turquoise-00328347/,Yes,        Cover for 1-seat section,Ola Wihlborg,,,
632,69248560,IVAR,Bookcases & shelving units,1085,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-2-sec-storage-unit-w-foldable-table-pine-s69248560/,No,"        2 sec/storage unit w foldable table,          175x30-104x179 cm",IKEA of Sweden,,179,175
1501,60334722,TOBIAS,Chairs,345,No old price,TRUE,https://www.ikea.com/sa/en/p/tobias-chair-blue-chrome-plated-60334722/,No,        Chair,Carl Öjerstam,56,82,55
445,80430204,HYLLIS,Bookcases & shelving units,25,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-cover-transparent-in-outdoor-80430204/,No,"        Cover,          60x27x140 cm",804.302.04 Suitable for both indoor and outdoor use.The cover is easy to put on and remove.Protects your things from dust.At the top of the cover there is an opening that allows air to circulate.You can also use the shelving unit with cover as a small greenhouse.,,140,60
617,70323600,BILLSBRO,Bookcases & shelving units,19,No old price,TRUE,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,No,"        Handle,          120 mm",H Preutz/A Fredriksson,,,
2536,49218267,VIMLE,Sofas & armchairs,720,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-3-seat-sofa-with-open-end-gunnared-beige-s49218267/,Yes,        Cover for 3-seat sofa,Ehlén Johansson,,,
2648,49047119,LINNMON / ALEX,Tables & desks,460,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-alex-table-white-s49047119/,Yes,"        Table,          120x60 cm",Johanna Asshoff/IKEA of Sweden,,74,60
1953,19217518,MASTHOLMEN,Outdoor furniture,984,No old price,TRUE,https://www.ikea.com/sa/en/p/mastholmen-2-seat-conversation-set-outdoor-rattan-s19217518/,No,"        2-seat conversation set, outdoor",Nike Karlsson,,,
3080,9251824,MÖRBYLÅNGA / VOLFGANG,Tables & desks,4745,No old price,TRUE,https://www.ikea.com/sa/en/p/moerbylanga-volfgang-table-and-6-chairs-brown-bomstad-black-s09251824/,No,"        Table and 6 chairs,          220x100 cm",IKEA of Sweden/S Lanneskog/J Marnell,,74,100
1718,19248015,NORDLI,Chests of drawers & drawer units,1580,"SR 1,975",TRUE,https://www.ikea.com/sa/en/p/nordli-chest-of-9-drawers-white-s19248015/,No,"        Chest of 9 drawers,          160x99 cm",Ola Wihlborg,47,99,160
3132,29221256,MELLTORP / TEODORES,Tables & desks,579,No old price,TRUE,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-s29221256/,No,"        Table and 4 chairs,          125 cm",Lisa Norinder/David Wahl,,72,75
3465,40407922,BRIMNES,Wardrobes,645,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-wardrobe-with-3-doors-white-40407922/,No,"        Wardrobe with 3 doors,          117x190 cm",K Hagberg/M Hagberg,50,190,117
1869,89041709,ANTILOP,Nursery furniture,85,No old price,TRUE,https://www.ikea.com/sa/en/p/antilop-highchair-with-safety-belt-white-silver-colour-s89041709/,No,        Highchair with safety belt,IKEA of Sweden,59,90,56
1896,79267280,STUVA / FRITIDS,Nursery furniture,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-pink-s79267280/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66
353,69190861,EKET,Bookcases & shelving units,435,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s69190861/,Yes,"        Cabinet combination with feet,          105x35x107 cm",Jon Karlsson/IKEA of Sweden,35,107,105
1232,40319398,BENARP,Chairs,1495,No old price,TRUE,https://www.ikea.com/sa/en/p/benarp-armchair-skiftebo-yellow-40319398/,No,        Armchair,403.193.98 The high back gives good support for your neck and head.,83,106,92
